shobi_code,shobi_name,inspired_by,brand,gender,status,new,shobi_url,identity_source_type,identity_source_url,identity_verified,identity_match_rule,secondary_identity_source,fragrantica_url,top_notes,heart_notes,base_notes,notes,season,image,description,last_built_utc
2627-LTN N,2627-LTN N,2627-LTN N,,unisex,IN_STOCK,0,https://leparfum.com.gr/el/niche-αρώματα/2627-ltn-n#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,SHOBI_CATALOG_UNRESOLVED_IDENTITY,,0,,,,,,,,,,2627-LTN Εμπνευσμένο από τις αρωματικές νότες.,2026-08-17T14:04:44+00:00
2626-JOM EL,English Oak & Redcurrant Jo Malone,English Oak & Redcurrant Jo Malone,,unisex,IN_STOCK,0,https://leparfum.com.gr/el/elegant-αρώματα/2626-jom-el#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,SHOBI_OFFICIAL_EXPLICIT,https://leparfum.com.gr/el/elegant-αρώματα/2626-jom-el#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,1,shobi-explicit-inspired-by,,https://www.fragrantica.com/perfume/Jo-Malone-London/English-Oak-Redcurrant-46186.html,,,,,,https://raw.githubusercontent.com/MarvvRed/Shobi-Perfume-Inspiration/fragrantica-image-cache/images/46186.avif,"2626-JOM Εμπνευσμένο από τις αρωματικές νότες του English Oak & Redcurrant Jo Malone. Ένα ζεστό, κομψό και ελαφρώς φρουτώδες άρωμα όπου η ζουμερή κόκκινη σταφίδα συναντά την πλούσια δρυ και τις γήινες αποχρώσεις — εκλεπτυσμένο, ζεστό και διαχρονικό.",2026-08-17T14:04:44+00:00
2625-GUR N,αρώματος L'Instant de pour Homme Eau Extreme,αρώματος L'Instant de pour Homme Eau Extreme,,men,IN_STOCK,0,https://leparfum.com.gr/el/niche-αρώματα/2625-gur-n#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,SHOBI_OFFICIAL_EXPLICIT,https://leparfum.com.gr/el/niche-αρώματα/2625-gur-n#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,1,shobi-explicit-inspired-by,,https://www.fragrantica.com/perfume/Guerlain/L-Instant-de-Guerlain-pour-Homme-Eau-Extreme-11570.html,,,,,,https://raw.githubusercontent.com/MarvvRed/Shobi-Perfume-Inspiration/fragrantica-image-cache/images/11570.avif,"2625-GUR Εμπνευσμένο από τις νότες του αρώματος L'Instant de pour Homme Eau Extreme. Αντρικό άρωμα θερμό πικάντικο, ξυλώδες, κακάο, πατσουλί, γλυκάνισο, απαλό πικάντικο, κιτρώδες, πούδρα.",2026-08-17T14:04:44+00:00
2624-BLG LUX,Rock N Rome,Rock N Rome,Bvlgari,women,IN_STOCK,0,https://leparfum.com.gr/el/αρώματα-luxury/2624-blg-lux#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,SHOBI_OFFICIAL_EXPLICIT,https://www.fragrantica.com/perfume/bvlgari/rock-n-rome-64736.html,1,learned-shobi-brand-token+fragrantica-name-exact,https://www.fragrantica.com/perfume/bvlgari/rock-n-rome-64736.html,https://www.fragrantica.com/perfume/bvlgari/rock-n-rome-64736.html,apricot,osmanthus | spices,benzoin | oriental notes | woody notes,apricot | osmanthus | spices | benzoin | oriental notes | woody notes,,https://raw.githubusercontent.com/MarvvRed/Shobi-Perfume-Inspiration/fragrantica-image-cache/images/64736.avif,"2624-BLG Εμπνευσμένο από τις αρωματικές νότες του Rock N Rome. Γυναικείο άρωμα φρουτώδες, ζεστό πικάντικο, κεχριμπαρένιο, λουλουδάτο, λακτονικό, ξυλώδες, πουδρένιο.",2026-08-17T14:04:44+00:00
2623-NES EL,αρώματος Santa Barbara Strawberry - Nest,αρώματος Santa Barbara Strawberry - Nest,,unisex,IN_STOCK,0,https://leparfum.com.gr/el/elegant-αρώματα/2623-nes-el#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,SHOBI_OFFICIAL_EXPLICIT,https://leparfum.com.gr/el/elegant-αρώματα/2623-nes-el#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,1,shobi-explicit-inspired-by,,,,,,,,,"Εμπνευσμένο από τις νότες του αρώματος Santa Barbara Strawberry - Nest. Unisex άρωμα φρουτώδες, γλυκό.",2026-08-17T14:04:44+00:00
2622-PHL N,αρώματος Vanilla Skin Phlur,αρώματος Vanilla Skin Phlur,,unisex,IN_STOCK,0,https://leparfum.com.gr/el/niche-αρώματα/2622-phl-n#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,SHOBI_OFFICIAL_EXPLICIT,https://leparfum.com.gr/el/niche-αρώματα/2622-phl-n#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,1,shobi-explicit-inspired-by,,,,,,,,,"Εμπνευσμένο από τις νότες του αρώματος Vanilla Skin Phlur. Unisex άρωμα βανίλια, ξυλώδες, γλυκό, κεχριμπάρι, πούδρα, βαλσαμικό, άρωμα μόσχου, απαλό πικάντικο, ξυλαλόη (ουντ).",2026-08-17T14:04:44+00:00
2621-CHAR N,αρώματος More Sex,αρώματος More Sex,,unisex,IN_STOCK,0,https://leparfum.com.gr/el/niche-αρώματα/2621-char-n#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,SHOBI_OFFICIAL_EXPLICIT,https://leparfum.com.gr/el/niche-αρώματα/2621-char-n#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,1,shobi-explicit-inspired-by,,,,,,,,,"2621-CHAR N Εμπνευσμένο από τις νότες του αρώματος More Sex. Unisex άρωμα δερμάτινα είδη, άρωμα μόσχου, ζωώδες, ξυλώδες, φρέσκο πικάντικο, πούδρα, κεχριμπάρι, θερμό πικάντικο, καπνιστό.",2026-08-17T14:04:44+00:00
2620-CHAR EL,αρώματος Cosmic Power,αρώματος Cosmic Power,,unisex,IN_STOCK,0,https://leparfum.com.gr/el/elegant-αρώματα/2620-char-el#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,SHOBI_OFFICIAL_EXPLICIT,https://leparfum.com.gr/el/elegant-αρώματα/2620-char-el#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,1,shobi-explicit-inspired-by,,,,,,,,,"2620-CHAR EL Εμπνευσμένο από τις νότες του αρώματος Cosmic Power. Unisex άρωμα κεχριμπάρι, φρέσκο πικάντικο, πούδρα, θερμό πικάντικο, κανέλα, βοτανικό, βανίλια.",2026-08-17T14:04:44+00:00
2619-DRC,2619-DRC M,2619-DRC M,,men,IN_STOCK,0,https://leparfum.com.gr/el/ανδρικά-αρώματα/2619-drc-m#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,SHOBI_CATALOG_UNRESOLVED_IDENTITY,,0,,,,,,,,,,"2619-DRC Εμπνευσμένο ως προς τις νότες του αρώματος Homme Parfum 2025. Αντρικό άρωμα κεχριμπάρι, ξυλώδες, γήινο, πατσουλί, ίριδα, πούδρα, θερμό, πικάντικο, βιολέτα.",2026-08-17T14:04:44+00:00
2618-TMFO LUX,αρώματος Bois Pacifique,αρώματος Bois Pacifique,,men,IN_STOCK,0,https://leparfum.com.gr/el/αρώματα-luxury/2618-tmfo-lux#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,SHOBI_OFFICIAL_EXPLICIT,https://leparfum.com.gr/el/αρώματα-luxury/2618-tmfo-lux#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,1,shobi-explicit-inspired-by,,,,,,,,,"2618-TMFO LUX Εμπνευσμένο από τις νότες του αρώματος Bois Pacifique. Αντρικό άρωμα ξυλώδες, θερμό πικάντικο, κεχριμπάρι, πούδρα, βοτανικό.",2026-08-17T14:04:44+00:00
2617-DOL,2617-DOL M,2617-DOL M,,men,IN_STOCK,0,https://leparfum.com.gr/el/ανδρικά-αρώματα/2617-dol-m#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,SHOBI_CATALOG_UNRESOLVED_IDENTITY,,0,,,https://www.fragrantica.com/perfume/Dolce-Gabbana/Devotion-Pour-Homme-101353.html,,,,,,https://raw.githubusercontent.com/MarvvRed/Shobi-Perfume-Inspiration/fragrantica-image-cache/images/101353.avif,"2617-DOL Εμπνευσμένο ως προς τις νότες του αρώματος Devotion Pour Homme. Αντρικό άρωμα καφές, θερμό πικάντικο, κιτρώδες, πατσουλί, ξυλώδες.",2026-08-17T14:04:44+00:00
2616-TMU W,αρώματος Alien Extraintense,αρώματος Alien Extraintense,,women,IN_STOCK,0,https://leparfum.com.gr/el/γυναικεία-αρώματα/2616-tmu-w#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,SHOBI_OFFICIAL_EXPLICIT,https://leparfum.com.gr/el/γυναικεία-αρώματα/2616-tmu-w#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,1,shobi-explicit-inspired-by,,https://www.fragrantica.com/perfume/Mugler/Alien-Extraintense-101560.html,,,,,,https://raw.githubusercontent.com/MarvvRed/Shobi-Perfume-Inspiration/fragrantica-image-cache/images/101560.avif,"Εμπνευσμένο από τις νότες του αρώματος Alien Extraintense. Γυναικείο άρωμα λευκό λουλουδάτο, τουμπερόζα, ξυλώδες, βανίλια, κεχριμπάρι, πούδρα, άρωμα μόσχου.",2026-08-17T14:04:44+00:00
2615-ARMA N,αρώματος Odyssey Dubai Chocolat,αρώματος Odyssey Dubai Chocolat,,unisex,IN_STOCK,0,https://leparfum.com.gr/el/niche-αρώματα/2615-arma-n#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,SHOBI_OFFICIAL_EXPLICIT,https://leparfum.com.gr/el/niche-αρώματα/2615-arma-n#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,1,shobi-explicit-inspired-by,,,,,,,,,"Εμπνευσμένο από τις νότες του αρώματος Odyssey Dubai Chocolat. Unisex άρωμα θερμό πικάντικο, γλυκό, καφές, ξυλώδες, ξηροί καρποί, βανίλια, σοκολάτα, κεχριμπάρι, καραμέλα.",2026-08-17T14:04:44+00:00
2614-AMG LUX,αρώματος Guidance 46 Amouage,αρώματος Guidance 46 Amouage,,unisex,IN_STOCK,0,https://leparfum.com.gr/el/αρώματα-luxury/2614-amg-lux#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,SHOBI_OFFICIAL_EXPLICIT,https://leparfum.com.gr/el/αρώματα-luxury/2614-amg-lux#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,1,shobi-explicit-inspired-by,,https://www.fragrantica.com/perfume/amouage/guidance-46-94033.html,,,,,,https://raw.githubusercontent.com/MarvvRed/Shobi-Perfume-Inspiration/fragrantica-image-cache/images/94033.avif,"Εμπνευσμένο από τις νότες του αρώματος Guidance 46 Amouage. Unisex άρωμα ξυλώδες, φρουτώδες, λουλουδάτο, ρόδο, θερμό πικάντικο, ξηροί καρποί, γλυκό.",2026-08-17T14:04:44+00:00
2613-SOS N,αρώματος Vibrato Sospiro Perfume,αρώματος Vibrato Sospiro Perfume,,unisex,IN_STOCK,0,https://leparfum.com.gr/el/niche-αρώματα/2613-sos-n#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,SHOBI_OFFICIAL_EXPLICIT,https://leparfum.com.gr/el/niche-αρώματα/2613-sos-n#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,1,shobi-explicit-inspired-by,,https://www.fragrantica.com/perfume/Sospiro-Perfumes/Vibrato-75930.html,,,,,,https://raw.githubusercontent.com/MarvvRed/Shobi-Perfume-Inspiration/fragrantica-image-cache/images/75930.avif,"Εμπνευσμένο από τις νότες του αρώματος Vibrato Sospiro Perfume. Unisex άρωμα κιτρώδες, φρέσκο πικάντικο, πούδρα, ξυλώδες, πράσινο, άρωμα , όσχου, βοτανικό.",2026-08-17T14:04:44+00:00
2612-LUS EL,αρώματος Sticky Dates Lush,αρώματος Sticky Dates Lush,,unisex,IN_STOCK,0,https://leparfum.com.gr/el/elegant-αρώματα/2612-lus-el#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,SHOBI_OFFICIAL_EXPLICIT,https://leparfum.com.gr/el/elegant-αρώματα/2612-lus-el#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,1,shobi-explicit-inspired-by,,,,,,,,,"Εμπνευσμένο από τις νότες του αρώματος Sticky Dates Lush. Unisex άρωμα καραμέλα, γλυκό, κεχριμπάρι, θερμό πικάντικο, βαλσαμικό.",2026-08-17T14:04:44+00:00
2611-KAY EL,αρώματος Elixir 11 Kayali Fragrances,αρώματος Elixir 11 Kayali Fragrances,,unisex,IN_STOCK,0,https://leparfum.com.gr/el/elegant-αρώματα/2611-kay-el#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,SHOBI_OFFICIAL_EXPLICIT,https://leparfum.com.gr/el/elegant-αρώματα/2611-kay-el#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,1,shobi-explicit-inspired-by,,https://www.fragrantica.com/perfume/Kayali-Fragrances/Elixir-11-52610.html,,,,,,https://raw.githubusercontent.com/MarvvRed/Shobi-Perfume-Inspiration/fragrantica-image-cache/images/52610.avif,"Εμπνευσμένο από τις νότες του αρώματος Elixir 11 Kayali Fragrances. Unisex άρωμα ρόδο, πατσουλί, φρουτώδες, ξυλώδες, λευκό λουλουδάτο, κεχριμπάρι, θερμό πικάντικο.",2026-08-17T14:04:44+00:00
2610-JUL EL,Not A Perfume Superdose Juliette Has A Gun,Not A Perfume Superdose Juliette Has A Gun,,unisex,IN_STOCK,0,https://leparfum.com.gr/el/elegant-αρώματα/2610-jul-el#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,SHOBI_OFFICIAL_EXPLICIT,https://leparfum.com.gr/el/elegant-αρώματα/2610-jul-el#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,1,shobi-explicit-inspired-by,,,,,,,,,"2610-JUL Εμπνευσμένο από τις αρωματικές νότες του Not A Perfume Superdose Juliette Has A Gun. Ένα καθαρό, μοντέρνο ξυλώδες-κεχριμπαρένιο άρωμα μόσχου που μοιάζει με μια πιο έντονη εκδοχή του δικού σας αρώματος - μινιμαλιστικό αλλά κομψό, ζεστό και εθιστικό.",2026-08-17T14:04:44+00:00
2609-TMFO EL,αρώματος Ombre de Hyacinth,αρώματος Ombre de Hyacinth,Tom Ford,unisex,IN_STOCK,0,https://leparfum.com.gr/el/elegant-αρώματα/2609-tmfo-el#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,SHOBI_OFFICIAL_EXPLICIT,https://www.fragrantica.com/perfume/tom-ford/ombre-de-hyacinth-15916.html,1,learned-shobi-brand-token+fragrantica-name-exact,https://www.fragrantica.com/perfume/tom-ford/ombre-de-hyacinth-15916.html,,,,,,,,"2609-TMFO EL Εμπνευσμένο από τις νότες του αρώματος Ombre de Hyacinth. Unisex άρωμα πράσινο, λουλουδάτο, oζoνώδες, φρέσκο πικάντικο, υδάτινο, κεχριμπάρι, βοτανικό.",2026-08-17T14:04:44+00:00
2608-KIL N,A Taste of Heaven Kilian,A Taste of Heaven Kilian,,unisex,IN_STOCK,0,https://leparfum.com.gr/el/niche-αρώματα/2608-kil-n#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,SHOBI_OFFICIAL_EXPLICIT,https://leparfum.com.gr/el/niche-αρώματα/2608-kil-n#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,1,shobi-explicit-inspired-by,,,,,,,,,"2608-KIL Εμπνευσμένο από τις αρωματικές νότες του A Taste of Heaven Kilian. Ένα απολαυστικό γκουρμέ άρωμα που θυμίζει αγνή γλυκύτητα και άνεση — κρεμώδες, πλούσιο σε καραμέλα και ακαταμάχητα νόστιμο. Ένα άρωμα που μοιάζει με πολυτελές επιδόρπιο σε μορφή αρώματος.",2026-08-17T14:04:44+00:00
2607-TMU W,αρώματος Angel Eau Croisière,αρώματος Angel Eau Croisière,,women,IN_STOCK,0,https://leparfum.com.gr/el/γυναικεία-αρώματα/2607-tmu-w#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,SHOBI_OFFICIAL_EXPLICIT,https://leparfum.com.gr/el/γυναικεία-αρώματα/2607-tmu-w#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,1,shobi-explicit-inspired-by,,,,,,,,,"Εμπνευσμένο από τις νότες του αρώματος Angel Eau Croisière. Γυναικείο άρωμα γλυκό, φρουτώδες, τροπικό, κιτρώδες, ξυλώδες, πατσουλί, τερπενοειδές.",2026-08-17T14:04:44+00:00
2606-ARM W,2606-ARM W,2606-ARM W,,women,IN_STOCK,0,https://leparfum.com.gr/el/γυναικεία-αρώματα/kalokairina_arwmata#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,SHOBI_CATALOG_UNRESOLVED_IDENTITY,,0,,,https://www.fragrantica.com/perfume/Giorgio-Armani/Ocean-di-Gioia-59809.html,,,,,,https://raw.githubusercontent.com/MarvvRed/Shobi-Perfume-Inspiration/fragrantica-image-cache/images/59809.avif,"2606-ARM W Εμπνευσμένο από τις νότες αρώματος του Ocean di Gioia Armani. Γυναικείο άρωμα λευκό λουλουδάτο, πράσινο, φρέσκο, φρουτώδες, εσπεριδοειδές, γλυκό, μόσχος, υδάτινο, αλμυρό, πουδρένιο.",2026-08-17T14:04:44+00:00
2605-ARM EL,αρώματος Figuier Eden,αρώματος Figuier Eden,,unisex,IN_STOCK,0,https://leparfum.com.gr/el/elegant-αρώματα/2605-arm-el#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,SHOBI_OFFICIAL_EXPLICIT,https://leparfum.com.gr/el/elegant-αρώματα/2605-arm-el#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,1,shobi-explicit-inspired-by,,https://www.fragrantica.com/perfume/giorgio-armani/figuier-eden-14878.html,,,,,,https://raw.githubusercontent.com/MarvvRed/Shobi-Perfume-Inspiration/fragrantica-image-cache/images/14878.avif,"Εμπνευσμένο από τις νότες του αρώματος Figuier Eden. Unisex άρωμα πράσινο, φρουτώδες, κιτρώδες, φρέσκο, γλυκό, ξυλώδες, ίριδα, πούδρα.",2026-08-17T14:04:44+00:00
2604-JILS,2604-JILS M,2604-JILS M,,men,IN_STOCK,0,https://leparfum.com.gr/el/ανδρικά-αρώματα/Sun-Men-Jil-Sander-αρωμα#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,SHOBI_CATALOG_UNRESOLVED_IDENTITY,,0,,,,,,,,,,"Εμπνευσμένο ως προς τις νότες του αρώματος Sun Men Jil Sander. Άρωμα αντρικό φρέσκο πικάντικο, βοτανικό, θερμό πικάντικο, ξυλώδες, πούδρα, κιτρώδες.",2026-08-17T14:04:44+00:00
2603-JUL EL,αρώματος Lust for Sun Juliette Has A Gun,αρώματος Lust for Sun Juliette Has A Gun,,women,IN_STOCK,0,https://leparfum.com.gr/el/elegant-αρώματα/2603-jul-el#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,SHOBI_OFFICIAL_EXPLICIT,https://leparfum.com.gr/el/elegant-αρώματα/2603-jul-el#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,1,shobi-explicit-inspired-by,,,,,,,,,"Εμπνευσμένο από τις νότες του αρώματος Lust for Sun Juliette Has A Gun. Γυναικείο άρωμα λευκό λουλουδάτο, γλυκό, λουλουδάτο, κίτρινο λουλουδάτο, κιτρώδες, γαλακτώδες, καρύδα, άρωμα μόσχου, βανίλια.",2026-08-17T14:04:44+00:00
2602-TMU W,αρώματος Angel Garden Of Stars - Violette Angel,αρώματος Angel Garden Of Stars - Violette Angel,Mugler,women,IN_STOCK,0,https://leparfum.com.gr/el/γυναικεία-αρώματα/2602-tmu-w#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,SHOBI_OFFICIAL_EXPLICIT,https://www.fragrantica.com/perfume/mugler/angel-garden-of-stars-violette-angel-712.html,1,learned-shobi-brand-token+fragrantica-name-exact,https://www.fragrantica.com/perfume/mugler/angel-garden-of-stars-violette-angel-712.html,https://www.fragrantica.com/perfume/Mugler/Angel-Garden-Of-Stars-Violette-Angel-712.html,,,,,,https://raw.githubusercontent.com/MarvvRed/Shobi-Perfume-Inspiration/fragrantica-image-cache/images/712.avif,"Εμπνευσμένο από τις νότες του αρώματος Angel Garden Of Stars - Violette Angel. Γυναικείο άρωμα ξυλώδες, βιολέτα, πατσουλί, πούδρα, γλυκό, βανίλια, oζoνώδες.",2026-08-17T14:04:44+00:00
2601-TMU W,αρώματος Angel Passion Star,αρώματος Angel Passion Star,Mugler,women,IN_STOCK,0,https://leparfum.com.gr/el/γυναικεία-αρώματα/2601-tmu-w#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,SHOBI_OFFICIAL_EXPLICIT,https://www.fragrantica.com/perfume/mugler/angel-passion-star-31849.html,1,learned-shobi-brand-token+fragrantica-name-exact,https://www.fragrantica.com/perfume/mugler/angel-passion-star-31849.html,https://www.fragrantica.com/perfume/Mugler/Angel-Passion-Star-31849.html,,,,,,https://raw.githubusercontent.com/MarvvRed/Shobi-Perfume-Inspiration/fragrantica-image-cache/images/31849.avif,"Εμπνευσμένο από τις νότες του αρώματος Angel Passion Star. Γυναικείο άρωμα γλυκό, φρουτώδες, βανίλια, καραμέλα, πούδρα, θερμό πικάντικο, πατσουλί, κεχριμπάρι.",2026-08-17T14:04:44+00:00
2600-TMU W,αρώματος Angel Lily Mugler,αρώματος Angel Lily Mugler,,women,IN_STOCK,0,https://leparfum.com.gr/el/γυναικεία-αρώματα/angel-lily#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,SHOBI_OFFICIAL_EXPLICIT,https://leparfum.com.gr/el/γυναικεία-αρώματα/angel-lily#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,1,shobi-explicit-inspired-by,,,,,,,,,"Εμπνευσμένο από τις νότες του αρώματος Angel Lily Mugler. Γυναικείο άρωμα λουλουδάτο, πατσουλί, φρέσκο πικάντικο, μέλι, γλυκό, φρέσκο, ξυλώδες, υδάτινο.",2026-08-17T14:04:44+00:00
2599-ACQ,Sandalo Eau de Parfum,Sandalo Eau de Parfum,Acqua Di Parma,men,IN_STOCK,0,https://leparfum.com.gr/el/ανδρικά-αρώματα/2599-acq-m#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,SHOBI_OFFICIAL_EXPLICIT,https://www.fragrantica.com/perfume/acqua-di-parma/sandalo-eau-de-parfum-56002.html,1,learned-shobi-brand-token+fragrantica-name-exact,https://www.fragrantica.com/perfume/acqua-di-parma/sandalo-eau-de-parfum-56002.html,https://www.fragrantica.com/perfume/Acqua-di-Parma/Sandalo-Eau-de-Parfum-56002.html,Petitgrain | Bergamot | Orange | Lemon,Cardamom | Lavender,Indian sandalwood | Tonka bean | Amber,Petitgrain | Bergamot | Orange | Lemon | Cardamom | Lavender | Indian sandalwood | Tonka bean | Amber,,https://raw.githubusercontent.com/MarvvRed/Shobi-Perfume-Inspiration/fragrantica-image-cache/images/56002.avif,"A fragrance centered around Petitgrain, Bergamot, Orange.",2026-08-17T14:04:44+00:00
2598-GLO W,αρώματος You Glossier,αρώματος You Glossier,,women,IN_STOCK,0,https://leparfum.com.gr/el/γυναικεία-αρώματα/2598-glo-w#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,SHOBI_OFFICIAL_EXPLICIT,https://leparfum.com.gr/el/γυναικεία-αρώματα/2598-glo-w#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,1,shobi-explicit-inspired-by,,,,,,,,,"Εμπνευσμένο από τις νότες του αρώματος You Glossier. Γυναικείο άρωμα μόσχος, ίριδα, κεχριμπάρι, άρωμα λουλουδιών, απαλό πικάντικο, βιολέτα, λουλουδάτο.",2026-08-17T14:04:44+00:00
2597-TMFO N,Amber Intrigue,Amber Intrigue,Tom Ford,unisex,IN_STOCK,0,https://leparfum.com.gr/el/niche-αρώματα/2597-tmfo-n#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,SHOBI_OFFICIAL_EXPLICIT,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,1,shobi-explicit-inspired-by,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,https://thescentbase.com/it/perfumes/tom-ford/amber-intrigue,Cinnamon | Dates | Olibanum,Sandalwood | Vetiver,Amber | Labdanum,Cinnamon | Dates | Olibanum | Sandalwood | Vetiver | Amber | Labdanum,,,"A fragrance centered around Cinnamon, Dates, Olibanum.",2026-08-17T14:04:44+00:00
2596-PEN N,αρώματος Halfeti Cedar,αρώματος Halfeti Cedar,Penhaligon's,unisex,IN_STOCK,0,https://leparfum.com.gr/el/niche-αρώματα/2596-pen-n#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,SHOBI_OFFICIAL_EXPLICIT,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,1,shobi-explicit-inspired-by,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,,,,,,,,"2596-PEN Εμπνευσμένο από τις νότες του αρώματος Halfeti Cedar. Unisex άρωμα ξυλώδες, θερμό πικάντικο, γλυκό, φρουτώδες, ρούμι, βανίλια, κεχριμπάρι, πούδρα, κανέλα.",2026-08-17T14:04:44+00:00
2595-INI N,αρώματος Mystic Experience Initio Parfums,αρώματος Mystic Experience Initio Parfums,Initio,unisex,IN_STOCK,0,https://leparfum.com.gr/el/niche-αρώματα/Mystic-Experience-Initio#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,SHOBI_OFFICIAL_EXPLICIT,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,1,shobi-explicit-inspired-by,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,,,,,,,,"2595-INI Εμπνευσμένο από τις νότες του αρώματος Mystic Experience Initio Parfums. Unisex άρωμα ξυλώδες, κεχριμπάρι, πούδρα, θερμό πικάντικο, καφές, άρωμα μόσχου, βρυώδες, γήινο, ζωώδες.",2026-08-17T14:04:44+00:00
