shobi_code,shobi_name,inspired_by,brand,gender,status,new,shobi_url,identity_source_type,identity_source_url,identity_verified,identity_match_rule,secondary_identity_source,fragrantica_url,top_notes,heart_notes,base_notes,notes,season,image,description,last_built_utc
2128-BEN MP,2128-BEN MP,WE ARE TRIBE,Benetton,men,IN_STOCK,0,https://leparfum.com.gr/en/fragrances-for-men/we-are-tribe-βενεττον-similar-fragrance#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SECONDARY_EXACT_CODE,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,1,,,https://www.fragrantica.com/perfume/benetton/we-are-tribe-77611.html,kumquat | graperfuit | pink pepper,lemon verbena | lavender | tonka bean,vetiver | cypriol oil or nagarmotha | amber,kumquat | graperfuit | pink pepper | lemon verbena | lavender | tonka bean | vetiver | cypriol oil or nagarmotha | amber,,https://raw.githubusercontent.com/MarvvRed/Shobi-Perfume-Inspiration/fragrantica-image-cache/images/77611.avif,Fragrances For Men 2128-BEN MP MP338 From €9.00 WE ARE TRIBE - ΒΕΝΕΤΤΟΝ SIMILAR FRAGRANCE Add to cart,2026-08-17T14:04:44+00:00
2127-HUG MP,BOSS BOTTLED PACIFIC,BOSS BOTTLED PACIFIC,Hugo Boss,men,IN_STOCK,0,https://leparfum.com.gr/en/fragrances-for-men/2127-hug-mp#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_OFFICIAL_EXPLICIT,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,1,shobi-explicit-inspired-by,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,,,,,,,,Fragrances For Men 2127-HUG MP MP337 From €9.00 2127-HUG Inspired by the fragrance notes of BOSS BOTTLED PACIFIC. Add to cart,2026-08-17T14:04:44+00:00
2126-GIV EL,MMW,MMW,Givenchy,unisex,IN_STOCK,0,https://leparfum.com.gr/en/elegants-fragrances/2126-giv-el#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_OFFICIAL_EXPLICIT,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,1,shobi-explicit-inspired-by,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,https://thescentbase.com/it/perfumes/givenchy/mmw,Guatemalan Cardamom,Palo Santo,Ambroxan | Atlas Cedar | Haitian Vetiver | Iso E Super | Virginia Cedar,Guatemalan Cardamom | Palo Santo | Ambroxan | Atlas Cedar | Haitian Vetiver | Iso E Super | Virginia Cedar,,,"Elegants Fragrances 2126-GIV EL EL304 From €10.00 2126-GIV EL Inspired by the fragrance notes of MMW. Fragrance woody, amber, musky, aromatic. Add to cart",2026-08-17T14:04:44+00:00
2125-TRU EL,THE ITALIAN ARTISTS OF VIA SOLFERINO,THE ITALIAN ARTISTS OF VIA SOLFERINO,Trussardi,unisex,IN_STOCK,0,https://leparfum.com.gr/en/elegants-fragrances/2125-tru-el#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_OFFICIAL_EXPLICIT,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,1,shobi-explicit-inspired-by,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,https://thescentbase.com/it/perfumes/trussardi/the-italian-artists-of-via-solferino,Mate | Mineral notes | Yuzu,Ginger | Magnolia | Osmanthus | Peony,Heliotrope | Patchouli | Suede,Mate | Mineral notes | Yuzu | Ginger | Magnolia | Osmanthus | Peony | Heliotrope | Patchouli | Suede,,,"Elegants Fragrances 2125-TRU EL EL305 From €10.00 2125-TRU EL Inspired by the fragrance notes of THE ITALIAN ARTISTS OF VIA SOLFERINO. Fragrance floral, citrus fresh, fresh spicy. Add to cart",2026-08-17T14:04:44+00:00
2124-CAR EL,ALEGRIA DE VIVIR,ALEGRIA DE VIVIR,Carolina Herrera,women,IN_STOCK,0,https://leparfum.com.gr/en/elegants-fragrances/2124-car-el#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SECONDARY_EXACT_CODE,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,1,,,https://thescentbase.com/it/perfumes/carolina-herrera/alegria-de-vivir,Litchi | Mandarin Orange,Cedar | Peony | Rose,Rice | Steam Accord,Litchi | Mandarin Orange | Cedar | Peony | Rose | Rice | Steam Accord,,,Elegants Fragrances 2124-CAR EL EL300 From €10.00 2124-CAR Inspired by the fragrance notes of ALEGRIA DE VIVIR. Add to cart,2026-08-17T14:04:44+00:00
2123-KIL EL,BLUE MOON GINGER DASH - KILIAN,BLUE MOON GINGER DASH - KILIAN,Kilian,unisex,IN_STOCK,0,https://leparfum.com.gr/en/elegants-fragrances/2123-kil-el#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_OFFICIAL_EXPLICIT,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,1,shobi-explicit-inspired-by,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,,,,,,,,"Elegants Fragrances 2123-KIL EL EL296 1 Reviews From €10.00 2123-KIL EL Inspired by the fragrance notes of BLUE MOON GINGER DASH - KILIAN. Fragrance musky, fresh, citrus, amber, warm spicy, vodka, ozonic, powdery. Add to cart",2026-08-17T14:04:44+00:00
2122-GUR EL,ROSA ROSSA HARVEST - GUERLAIN,ROSA ROSSA HARVEST - GUERLAIN,Guerlain,women,IN_STOCK,0,https://leparfum.com.gr/en/elegants-fragrances/2122-gur-el#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_OFFICIAL_EXPLICIT,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,1,shobi-explicit-inspired-by,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,,,,,,,,Elegants Fragrances 2122-GUR EL EL297 From €10.00 2122-GUR Inspired by the fragrance notes of ROSA ROSSA HARVEST - GUERLAIN. Add to cart,2026-08-17T14:04:44+00:00
2121-CAR EL,MAD WORLD,MAD WORLD,Carolina Herrera,women,IN_STOCK,0,https://leparfum.com.gr/en/elegants-fragrances/2121-car-el#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_OFFICIAL_EXPLICIT,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,1,shobi-explicit-inspired-by,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,https://thescentbase.com/it/perfumes/carolina-herrera/mad-world,Bergamot | Lemon,Lapsang Souchong Tea | Osmanthus,Akigalawood | Ambrette (Musk Mallow),Bergamot | Lemon | Lapsang Souchong Tea | Osmanthus | Akigalawood | Ambrette (Musk Mallow),,,Elegants Fragrances 2121-CAR EL EL299 From €10.00 2121-CAR Inspired by the fragrance notes of MAD WORLD. Add to cart,2026-08-17T14:04:44+00:00
2120-CAR EL,LUCKY CHARM,LUCKY CHARM,Carolina Herrera,women,IN_STOCK,0,https://leparfum.com.gr/en/elegants-fragrances/2120-car-el#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_OFFICIAL_EXPLICIT,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,1,shobi-explicit-inspired-by,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,https://thescentbase.com/it/perfumes/carolina-herrera/lucky-charm,Mandarin Orange | Mirabelle,Iris | Jasmine,Sandalwood | Vanilla,Mandarin Orange | Mirabelle | Iris | Jasmine | Sandalwood | Vanilla,,,Elegants Fragrances 2120-CAR EL EL298 From €10.00 2120-CAR Inspired by the fragrance notes of LUCKY CHARM. Add to cart,2026-08-17T14:04:44+00:00
2119-ARM W,MY WAY PARFUM,MY WAY PARFUM,Armani,women,IN_STOCK,0,https://leparfum.com.gr/en/fragrances-for-women/2119-arm-w#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_OFFICIAL_EXPLICIT,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,1,shobi-explicit-inspired-by,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,https://www.fragrantica.com/perfume/giorgio-armani/my-way-parfum-78561.html,orange blossom | bitter orange | calabrian bergamot,iris pallida | indian tuberose | ambrette (musk mallow),white musk | bourbon vanilla | cedar,orange blossom | bitter orange | calabrian bergamot | iris pallida | indian tuberose | ambrette (musk mallow) | white musk | bourbon vanilla | cedar,,https://raw.githubusercontent.com/MarvvRed/Shobi-Perfume-Inspiration/fragrantica-image-cache/images/78561.avif,"Fragrances For Women 2119-ARM W WP743 From €9.00 2119-ARM W Inspired by the fragrance notes of MY WAY PARFUM. Fragrance white floral, citrus, musky, tuberose, powdery, animalic, floral, woody, vanilla, sweet. Add to cart",2026-08-17T14:04:44+00:00
2118-GUC WP,Bloom Intense,Bloom Intense,Gucci,women,IN_STOCK,0,https://leparfum.com.gr/en/fragrances-for-women/2118-guc-wp#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_OFFICIAL_EXPLICIT,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,1,shobi-explicit-inspired-by,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,,,,,,,,"Fragrances For Women 2118-GUC WP WP739 From €9.00 2118-GUC Inspired by the fragrance notes of Bloom Intense. Fragrance white floral, tuberose, fruity, warm spicy, sweet, earthy, patchouli, mossy. Add to cart",2026-08-17T14:04:44+00:00
2117-YZLO W,LIBRE LE PARFUM,LIBRE LE PARFUM,Ysl,women,IN_STOCK,0,https://leparfum.com.gr/en/fragrances-for-women/2117-yzlo-w#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_OFFICIAL_EXPLICIT,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,1,shobi-explicit-inspired-by,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,,,,,,,,"Fragrances For Women 2117-YZLO W WP741 1 Reviews From €9.00 2117-YZLO W Inspired by the fragrance notes of LIBRE LE PARFUM. Fragrance vanilla, sweet, citrus, warm spicy, honey. Add to cart",2026-08-17T14:04:44+00:00
2116-ARM W,MY WAY FLORAL,MY WAY FLORAL,Armani,women,IN_STOCK,0,https://leparfum.com.gr/en/fragrances-for-women/2116-arm-w#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_OFFICIAL_EXPLICIT,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,1,shobi-explicit-inspired-by,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,https://www.fragrantica.com/perfume/giorgio-armani/my-way-floral-73284.html,orange blossom | green mandarin | bitter orange,indian tuberose | tunisian neroli,bourbon vanilla | white musk,orange blossom | green mandarin | bitter orange | indian tuberose | tunisian neroli | bourbon vanilla | white musk,,https://raw.githubusercontent.com/MarvvRed/Shobi-Perfume-Inspiration/fragrantica-image-cache/images/73284.avif,"Fragrances For Women 2116-ARM W WP742 From €9.00 2116-ARM W Inspired by the fragrance notes of MY WAY FLORAL. Fragrance citrus, white floral, tuberose, animalic, vanilla, sweet. Add to cart",2026-08-17T14:04:44+00:00
2115-EST WP,OASIS DAWN - ESTEE LAUDER,OASIS DAWN - ESTEE LAUDER,Estee Lauder,women,IN_STOCK,0,https://leparfum.com.gr/en/fragrances-for-women/2115-est-wp#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_OFFICIAL_EXPLICIT,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,1,shobi-explicit-inspired-by,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,https://www.fragrantica.com/perfume/estee-lauder/oasis-dawn-76833.html,,,,,,https://raw.githubusercontent.com/MarvvRed/Shobi-Perfume-Inspiration/fragrantica-image-cache/images/76833.avif,Fragrances For Women 2115-EST WP WP740 From €9.00 2115-EST Inspired by the fragrance notes of OASIS DAWN - ESTEE LAUDER. Add to cart,2026-08-17T14:04:44+00:00
2114-HER N,UN JARDIN A CYTHERE - HERMES,UN JARDIN A CYTHERE - HERMES,Hermes,unisex,IN_STOCK,0,https://leparfum.com.gr/en/niche-perfumes/2114-her-n#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_OFFICIAL_EXPLICIT,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,1,shobi-explicit-inspired-by,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,,,,,,,,Niche Perfumes 2114-HER N AR302 From €15.00 2114-HER Inspired by the fragrance notes of UN JARDIN A CYTHERE - HERMES. Add to cart,2026-08-17T14:04:44+00:00
2113-XER N,Uden,Uden,Xerjoff,men,IN_STOCK,0,https://leparfum.com.gr/en/niche-perfumes/2113-xer-n#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_OFFICIAL_EXPLICIT,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,1,shobi-explicit-inspired-by,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,https://thescentbase.com/it/perfumes/xerjoff/uden,Citruses | Grapefruit | Lemon,Guaiac Wood | Rose | Rum | Sandalwood,Ambergris | Coffee | Musk | Vanilla,Citruses | Grapefruit | Lemon | Guaiac Wood | Rose | Rum | Sandalwood | Ambergris | Coffee | Musk | Vanilla,,,"Niche Perfumes 2113-XER N AR301 From €15.00 Inspired by the fragrance notes of Uden. Fragrance citrus, woody, vanilla, powdery, fresh, warm spicy, rum, coffee. Add to cart",2026-08-17T14:04:44+00:00
2112-GUC MP,Rush Man,Rush Man,Gucci,men,IN_STOCK,0,https://leparfum.com.gr/en/fragrances-for-men/2112-guc-mp#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_OFFICIAL_EXPLICIT,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,1,shobi-explicit-inspired-by,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,,,,,,,,"Fragrances For Men 2112-GUC MP MP335 From €9.00 2112-GUC Inspired by the fragrance notes of Rush Man. Fragrance woody, aromatic, powdery, fresh spicy. Add to cart",2026-08-17T14:04:44+00:00
2111-BLG MP,Aqva Pour Homme Atlantiqve,Aqva Pour Homme Atlantiqve,Bvlgari,men,IN_STOCK,0,https://leparfum.com.gr/en/fragrances-for-men/2111-blg-mp#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_OFFICIAL_EXPLICIT,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,1,shobi-explicit-inspired-by,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,,,,,,,,"Fragrances For Men 2111-BLG MP MP334 1 Reviews From €9.00 2111-BLG MP Inspired by the fragrance notes of Aqva Pour Homme Atlantiqve. Fragrance amber, aromatic, aquatic, marine, citrus, woody, fresh, animalic, salty. Add to cart",2026-08-17T14:04:44+00:00
2110-AMG,Interlude 53 Man,Interlude 53 Man,Amouage,men,IN_STOCK,0,https://leparfum.com.gr/en/niche-perfumes/2110-amg-ν#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SECONDARY_EXACT_CODE,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,1,,,https://www.fragrantica.com/perfume/Amouage/Interlude-53-Man-64153.html,Bergamot | Oregano | Pimento Berry,Amber | Frankincense | Cistus | Opoponax,Leather | Agarwood | Patchouli | Sandalwood,Bergamot | Oregano | Pimento Berry | Amber | Frankincense | Cistus | Opoponax | Leather | Agarwood | Patchouli | Sandalwood,winter,,"Niche Perfumes 2110-AMG Ν AR300 From €15.00 Inspired by the fragrance notes of Interlude 53 Man.Fragrance amber, smoky, woody, balsamic, warm spicy, fresh spicy, leather, oud. Add to cart",2026-08-17T14:04:44+00:00
2109-LTN N,notes,notes,Louis Vuitton,unisex,IN_STOCK,0,https://leparfum.com.gr/en/niche-perfumes/2109-ltn-n#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SECONDARY_EXACT_CODE,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,1,,,,,,,,,,Niche Perfumes 2109-LTN N AR296 From €15.00 2109-LTN Inspired by the fragrance notes. Add to cart,2026-08-17T14:04:44+00:00
2108-BDIK AR,CREME DE CUIR - BDK,CREME DE CUIR - BDK,Bdk Parfums,unisex,IN_STOCK,0,https://leparfum.com.gr/en/niche-perfumes/creme-de-cuir-bdk-parfums-inspired#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_OFFICIAL_EXPLICIT,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,1,shobi-explicit-inspired-by,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,https://www.fragrantica.com/perfume/bdk-parfums/creme-de-cuir-51469.html,,,,,,https://raw.githubusercontent.com/MarvvRed/Shobi-Perfume-Inspiration/fragrantica-image-cache/images/51469.avif,"Niche Perfumes 2108-BDIK AR AR298 2 Reviews From €15.00 Inspired by the fragrance notes of CREME DE CUIR - BDK.Fragrance musky, powdery, leather, woody, citrus, sweet, vanilla, fresh , spicy, fruity, smoky. Add to cart",2026-08-17T14:04:44+00:00
2107-GUR N,TONKA IMPERIALE - GUERLAIN,TONKA IMPERIALE - GUERLAIN,Guerlain,unisex,IN_STOCK,0,https://leparfum.com.gr/en/niche-perfumes/2107-gur-n#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_OFFICIAL_EXPLICIT,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,1,shobi-explicit-inspired-by,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,https://www.fragrantica.com/perfume/Guerlain/Tonka-Imperiale-8705.html,,,,,,https://raw.githubusercontent.com/MarvvRed/Shobi-Perfume-Inspiration/fragrantica-image-cache/images/8705.avif,"Niche Perfumes 2107-GUR N AR294 4 Reviews From €15.00 2107-GUR N Inspired by the fragrance notes of TONKA IMPERIALE - GUERLAIN. Fragrance sweet, amber, almond, vanilla, aromatic, woody, tobacco, nutty. Add to cart",2026-08-17T14:04:44+00:00
2105-MNT N,OUD PASHMINA - MONTALE,OUD PASHMINA - MONTALE,Montale,unisex,IN_STOCK,0,https://leparfum.com.gr/en/niche-perfumes/2105-mnt-n-perfume#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_OFFICIAL_EXPLICIT,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,1,shobi-explicit-inspired-by,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,,,,,,,,Niche Perfumes 2105-MNT N Perfume AR293 From €15.00 2105-MNT Inspired by the fragrance notes of OUD PASHMINA - MONTALE. Add to cart,2026-08-17T14:04:44+00:00
2104-CHA W,1957,1957,Chanel,unisex,IN_STOCK,0,https://leparfum.com.gr/en/elegants-fragrances/2104-cha-w#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SECONDARY_EXACT_CODE,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,1,,,,,,,,,,"Elegants Fragrances 2104-CHA W EL285 3 Reviews From €10.00 2104-CHA W Inspired by the fragrance notes of 1957. Fragrance powdery, musky, iris, aldehydic, white floral, woody, citrus, fresh. Add to cart",2026-08-17T14:04:44+00:00
2103-EXN AR,VETIVER MOLOKO - EX NIHILO,VETIVER MOLOKO - EX NIHILO,Ex Nihilo,unisex,IN_STOCK,0,https://leparfum.com.gr/en/niche-perfumes/vetiver-moloko-ex-nihilo-inspired-perfume#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_OFFICIAL_EXPLICIT,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,1,shobi-explicit-inspired-by,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,,,,,,,,"Niche Perfumes 2103-EXN AR AR297 From €15.00 Inspired by the fragrance notes of VETIVER MOLOKO - EX NIHILO.Fragrance woody, aromatic, lactonic, earthy, fresh spicy, vanilla, citrus. Add to cart",2026-08-17T14:04:44+00:00
2102-MOS WP,FRESH COUTURE - MOSCHINO,FRESH COUTURE - MOSCHINO,Moschino,women,IN_STOCK,0,https://leparfum.com.gr/en/fragrances-for-women/2102-mos-wp#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_OFFICIAL_EXPLICIT,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,1,shobi-explicit-inspired-by,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,,,,,,,,"Fragrances For Women 2102-MOS WP WP731 From €9.00 2102-MOS WP Inspired by the fragrance notes of FRESH COUTURE - MOSCHINO. Fragrance citrus, floral, fruity, fresh, sweet, woody, rose, fresh spicy. Add to cart",2026-08-17T14:04:44+00:00
2101-KUR N,MASCULIN PLURIEL,MASCULIN PLURIEL,Maison Francis Kurkdjian,men,IN_STOCK,0,https://leparfum.com.gr/en/niche-perfumes/2101-kur-n#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_OFFICIAL_EXPLICIT,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,1,shobi-explicit-inspired-by,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,,,,,,,,"Niche Perfumes 2101-KUR N AR299 From €15.00 2101-KUR N Inspired by the fragrance notes of MASCULIN PLURIEL. Fragrance woody, lavender, aromatic, earthy, patchouli, leather. Add to cart",2026-08-17T14:04:44+00:00
2100-MARG EL,SAILING DAY,SAILING DAY,Maison Margiela Replica,unisex,IN_STOCK,0,https://leparfum.com.gr/en/elegants-fragrances/2100-marg-el#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_OFFICIAL_EXPLICIT,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,1,shobi-explicit-inspired-by,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,https://www.fragrantica.com/perfume/maison-martin-margiela/sailing-day-47891.html,,,,,,https://raw.githubusercontent.com/MarvvRed/Shobi-Perfume-Inspiration/fragrantica-image-cache/images/47891.avif,Elegants Fragrances 2100-MARG EL EL287 From €10.00 2100-MARG Inspired by the fragrance notes of SAILING DAY. Add to cart,2026-08-17T14:04:44+00:00
2099-MARG EL,AUTUMN VIBES,AUTUMN VIBES,Maison Margiela Replica,unisex,IN_STOCK,0,https://leparfum.com.gr/en/elegants-fragrances/2099-marg-el#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_OFFICIAL_EXPLICIT,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,1,shobi-explicit-inspired-by,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,https://www.fragrantica.com/perfume/maison-martin-margiela/autumn-vibes-67789.html,,,,,,https://raw.githubusercontent.com/MarvvRed/Shobi-Perfume-Inspiration/fragrantica-image-cache/images/67789.avif,Elegants Fragrances 2099-MARG EL EL286 1 Reviews From €10.00 2099-MARG Inspired by the fragrance notes of AUTUMN VIBES. Add to cart,2026-08-17T14:04:44+00:00
2098-MIC W,TWILIGHT SHIMMER - MICHAEL KORS,TWILIGHT SHIMMER - MICHAEL KORS,Michael Kors,women,IN_STOCK,0,https://leparfum.com.gr/en/fragrances-for-women/2098-mic-w#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_OFFICIAL_EXPLICIT,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,1,shobi-explicit-inspired-by,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,,,,,,,,Fragrances For Women 2098-MIC W WP734 From €9.00 2098-MIC Inspired by the fragrance notes of TWILIGHT SHIMMER - MICHAEL KORS. Add to cart,2026-08-17T14:04:44+00:00
2097-ACQ WP,Blue Mediterraneo,Blue Mediterraneo,Acqua Di Parma,unisex,IN_STOCK,0,https://leparfum.com.gr/en/fragrances-for-women/2097-acq-wp#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_OFFICIAL_EXPLICIT,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,1,shobi-explicit-inspired-by,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,https://www.fragrantica.com/perfume/acqua-di-parma/acqua-di-parma-blue-mediterraneo-mirto-di-panarea-3108.html,,,,,,https://raw.githubusercontent.com/MarvvRed/Shobi-Perfume-Inspiration/fragrantica-image-cache/images/3108.avif,"Fragrances For Women 2097-ACQ WP WP754 From €9.00 2097-ACQ inspired by the fragrance notes of Blue Mediterraneo. A fresh and vibrant fragrance capturing the spirit of the Mediterranean, with citrus, floral, and aromatic notes that evoke sun, sea, and coastal breezes. Add to cart",2026-08-17T14:04:44+00:00
2096-KEN WP,PARFUM D'ETE - KENZO,PARFUM D'ETE - KENZO,Kenzo,women,IN_STOCK,0,https://leparfum.com.gr/en/fragrances-for-women/2096-ken-wp#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_OFFICIAL_EXPLICIT,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,1,shobi-explicit-inspired-by,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,,,,,,,,"Fragrances For Women 2096-KEN WP WP733 From €9.00 2096-KEN WP Inspired by the fragrance notes of PARFUM D'ETE - KENZO. Fragrance green, white floral, floral, fresh, rose, fresh spicy. Add to cart",2026-08-17T14:04:44+00:00
2095-VICT WP,STRAWBERRIES & CHAMPAGNE - VICTORIA'S SECRET,STRAWBERRIES & CHAMPAGNE - VICTORIA'S SECRET,Victoria's Secret,women,IN_STOCK,0,https://leparfum.com.gr/en/fragrances-for-women/2095-vict-wp#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SECONDARY_EXACT_CODE,https://raw.githubusercontent.com/smellyCat-deep/shobi_inspiration/main/database_complete.json,1,,,,,,,,,,Fragrances For Women 2095-VICT WP WP732 From €9.00 2095-VICT WP inspired by the fragrance notes of STRAWBERRIES & CHAMPAGNE - VICTORIA'S SECRET. Add to cart,2026-08-17T14:04:44+00:00
